Apr 07, 2023,0.082243,0.085415,0.086143,0.081623,2.81B,-3.71%
Apr 06, 2023,0.085410,0.092717,0.092717,0.084748,4.19B,-7.88%
Apr 05, 2023,0.092715,0.095163,0.099134,0.091265,4.23B,-2.57%
Apr 04, 2023,0.095163,0.096040,0.103232,0.092330,8.93B,-0.91%
Apr 03, 2023,0.096040,0.079022,0.104060,0.076252,10.60B,21.53%
Apr 02, 2023,0.079023,0.081822,0.085483,0.077413,2.65B,-3.42%
Apr 01, 2023,0.081822,0.076982,0.083261,0.075934,2.28B,6.28%
Mar 31, 2023,0.076984,0.074226,0.077803,0.073524,1.05B,3.72%
Mar 30, 2023,0.074226,0.075613,0.076767,0.073506,1.09B,-1.84%
Mar 29, 2023,0.075617,0.073807,0.076822,0.073512,1.27B,2.52%
Mar 28, 2023,0.073760,0.072865,0.074025,0.071746,845.61M,1.23%
Mar 27, 2023,0.072863,0.074375,0.075960,0.071345,1.43B,-2.03%
Mar 26, 2023,0.074377,0.074060,0.075391,0.073404,633.05M,0.43%
Mar 25, 2023,0.074055,0.074573,0.075966,0.072577,828.97M,-0.69%
Mar 24, 2023,0.074573,0.077387,0.077498,0.073103,1.15B,-3.64%
Mar 23, 2023,0.077387,0.073843,0.078919,0.072986,2.18B,4.79%
Mar 22, 2023,0.073851,0.076685,0.077821,0.071648,2.53B,-3.70%
Mar 21, 2023,0.076685,0.071342,0.077779,0.070404,1.97B,7.49%
Mar 20, 2023,0.071345,0.074541,0.075558,0.070528,1.37B,-4.19%
Mar 19, 2023,0.074462,0.072959,0.076498,0.072959,1.04B,2.06%
Mar 18, 2023,0.072959,0.076443,0.078775,0.072531,1.91B,-4.53%
Mar 17, 2023,0.076421,0.072588,0.077228,0.071528,1.66B,5.31%
Mar 16, 2023,0.072567,0.069681,0.074004,0.068919,1.25B,4.14%
Mar 15, 2023,0.069682,0.074640,0.075918,0.067488,1.91B,-6.67%
Mar 14, 2023,0.074665,0.072862,0.077550,0.071217,2.05B,2.47%
Mar 13, 2023,0.072862,0.070603,0.073532,0.068274,1.75B,3.22%
Mar 12, 2023,0.070587,0.066185,0.070816,0.065486,1.25B,6.65%
Mar 11, 2023,0.066185,0.065794,0.068312,0.063401,1.51B,0.59%
Mar 10, 2023,0.065794,0.065995,0.066144,0.062686,1.79B,-0.27%
Mar 09, 2023,0.065974,0.071104,0.072269,0.064118,2.23B,-7.24%
Mar 08, 2023,0.071120,0.074030,0.074305,0.070308,1.09B,-3.93%
Mar 07, 2023,0.074029,0.074790,0.075960,0.072439,1.00B,-1.01%
Mar 06, 2023,0.074783,0.074756,0.075115,0.073332,806.82M,0.04%
Mar 05, 2023,0.074756,0.074657,0.076039,0.074301,619.49M,0.13%
Mar 04, 2023,0.074660,0.076838,0.077212,0.072659,734.67M,-2.80%
Mar 03, 2023,0.076811,0.080552,0.080607,0.073579,1.84B,-4.63%
Mar 02, 2023,0.080540,0.081944,0.082257,0.079635,568.70M,-1.71%
Mar 01, 2023,0.081945,0.080809,0.082821,0.080298,621.10M,1.43%
Feb 28, 2023,0.080792,0.081354,0.083037,0.079929,1.11B,-0.66%
Feb 27, 2023,0.081333,0.082214,0.082256,0.079979,751.01M,-1.08%
Feb 26, 2023,0.082219,0.080742,0.082567,0.080434,583.64M,1.83%
Feb 25, 2023,0.080742,0.080877,0.081993,0.078583,926.68M,-0.16%
Feb 24, 2023,0.080875,0.084245,0.084970,0.079390,1.31B,-4.01%
Feb 23, 2023,0.084254,0.085463,0.086392,0.083568,960.36M,-1.41%
Feb 22, 2023,0.085463,0.085457,0.087578,0.082890,2.30B,0.01%
Feb 21, 2023,0.085457,0.088290,0.088759,0.084573,1.32B,-3.21%
Feb 20, 2023,0.088290,0.087084,0.088669,0.085352,1.17B,1.40%
Feb 19, 2023,0.087069,0.088822,0.089859,0.086073,1.29B,-1.97%
Feb 18, 2023,0.088822,0.087703,0.090356,0.086793,978.84M,1.29%
Feb 17, 2023,0.087689,0.084901,0.088484,0.084393,1.10B,3.21%
Feb 16, 2023,0.084960,0.089272,0.091886,0.084773,2.39B,-4.84%
Feb 15, 2023,0.089283,0.083555,0.089572,0.082673,2.54B,6.86%
Feb 14, 2023,0.083554,0.082033,0.083690,0.080419,1.14B,1.85%
Feb 13, 2023,0.082032,0.082192,0.086367,0.079586,2.24B,-0.19%
Feb 12, 2023,0.082192,0.082255,0.085786,0.081250,1.25B,-0.07%
Feb 11, 2023,0.082250,0.080924,0.082563,0.080682,549.61M,1.64%
Feb 10, 2023,0.080922,0.081454,0.082946,0.079820,1.45B,-0.65%
Feb 09, 2023,0.081454,0.090170,0.090927,0.079612,2.36B,-9.67%
Feb 08, 2023,0.090170,0.092537,0.093308,0.088645,1.10B,-2.56%
Feb 07, 2023,0.092537,0.089549,0.092728,0.089458,1.14B,3.44%
Feb 06, 2023,0.089463,0.092083,0.093233,0.088828,1.27B,-2.85%
Feb 05, 2023,0.092083,0.095679,0.096899,0.090594,2.10B,-3.75%
Feb 04, 2023,0.095672,0.092877,0.099721,0.092552,3.02B,3.01%
Feb 03, 2023,0.092876,0.090976,0.093325,0.090390,1.49B,2.16%
Feb 02, 2023,0.090914,0.093948,0.095820,0.090279,2.13B,-3.24%
Feb 01, 2023,0.093957,0.096109,0.096882,0.088379,3.29B,-2.23%
Jan 31, 2023,0.096096,0.088385,0.097679,0.088307,4.52B,8.72%
Jan 30, 2023,0.088386,0.090147,0.092611,0.085046,2.50B,-1.95%
Jan 29, 2023,0.090147,0.087772,0.090991,0.087342,1.35B,2.71%
Jan 28, 2023,0.087772,0.087212,0.093131,0.086877,1.82B,0.64%
Jan 27, 2023,0.087212,0.086440,0.087975,0.083999,1.11B,0.91%
Jan 26, 2023,0.086429,0.086543,0.087435,0.084829,1.14B,-0.18%
Jan 25, 2023,0.086584,0.083855,0.088040,0.081898,1.54B,3.25%
Jan 24, 2023,0.083857,0.088486,0.090749,0.083152,1.59B,-5.23%
Jan 23, 2023,0.088486,0.088240,0.091438,0.086869,2.00B,0.28%
Jan 22, 2023,0.088240,0.084605,0.093162,0.084502,2.39B,4.30%
Jan 21, 2023,0.084605,0.086296,0.088987,0.084370,2.24B,-1.97%
Jan 20, 2023,0.086305,0.081607,0.086979,0.080688,1.36B,5.75%
Jan 19, 2023,0.081613,0.080042,0.082122,0.079946,1.03B,1.94%
Jan 18, 2023,0.080059,0.082806,0.089473,0.079614,3.26B,-3.31%
Jan 17, 2023,0.082799,0.083687,0.084890,0.082382,1.06B,-1.06%
Jan 16, 2023,0.083687,0.086111,0.088064,0.081928,1.82B,-2.82%
Jan 15, 2023,0.086112,0.087297,0.087770,0.082923,1.61B,-1.44%
Jan 14, 2023,0.087368,0.084519,0.092126,0.084186,3.61B,3.38%
Jan 13, 2023,0.084515,0.080287,0.085061,0.078972,1.94B,5.27%
Jan 12, 2023,0.080287,0.078130,0.081125,0.075406,2.68B,2.76%
Jan 11, 2023,0.078130,0.077807,0.078372,0.074894,1.52B,0.42%
Jan 10, 2023,0.077807,0.075655,0.077807,0.074126,1.97B,2.84%
Jan 09, 2023,0.075655,0.073565,0.079454,0.073031,3.32B,2.83%
Jan 08, 2023,0.073574,0.072160,0.073902,0.071310,954.11M,1.96%
Jan 07, 2023,0.072156,0.072420,0.072949,0.071684,587.15M,-0.36%
Jan 06, 2023,0.072420,0.071485,0.072663,0.069947,1.26B,1.31%
Jan 05, 2023,0.071485,0.073140,0.075177,0.071085,1.72B,-2.27%
Jan 04, 2023,0.073147,0.070473,0.073394,0.070209,1.28B,3.79%
Jan 03, 2023,0.070477,0.071382,0.072275,0.069617,1.11B,-1.26%
Jan 02, 2023,0.071380,0.070218,0.073037,0.069098,1.68B,1.63%
Jan 01, 2023,0.070237,0.070169,0.070783,0.069075,723.17M,0.13%

